wavelength,flux
5371.554,12.501
5372.792,12.623
5374.028,11.276
5375.268,12.272
5376.504,12.329
5377.744,11.795
5378.981,12.217
5380.218,12.48
5381.459,11.518
5382.697,12.878
5383.938,13.211
5385.177,13.469
5386.419,11.497
5387.658,13.912
5388.897,11.103
5390.14,13.001
5391.38,11.261
5392.623,10.976
5393.864,13.367
5395.107,11.996
5396.349,12.773
5397.59,11.952
5398.835,10.55
5400.077,12.231
5401.322,10.792
5402.564,12.326
5403.811,12.482
5405.054,12.285
5406.297,12.325
5407.544,11.489
5408.788,10.753
5410.035,11.338
5411.28,10.861
5412.527,11.317
5413.772,11.089
5415.018,11.345
5416.267,10.217
5417.513,10.241
5418.762,9.354
5420.008,9.178
5421.258,9.374
5422.505,9.831
5423.753,11.042
5425.003,11.502
5426.251,9.869
5427.503,10.8
5428.751,10.543
5430.003,10.698
5431.252,9.924
